event_id,title,releaseyear,date,locations,funfacts,productioncompany,distributor,director,writer,actor1,actor2,actor3,sffindneighborhoods,analysisneighborhoods,currentsupervisordistricts
110,Chance- Season 1 ep109,2016,2999-01-07T07:00:00.000Z,60 Leavenworth St.,,TVM Productions,HULU,Sara Gran and Pete Begler,Dan Attias,Hugh Laurie,Gretchen Mol,Ethan Suplee,20,36,10
111,Invasion of the Body Snatchers,1978,2999-01-07T07:00:00.000Z,1227 Montgomery Street (Telegraph Hill),,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,18,23,3
112,Etruscan Smile,2017,2999-01-07T07:00:00.000Z,"Benu Restaurant, 22 Hawthorne Street",,"Po Valley Productions, LLC",TBD,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch,32,8,10
113,Goliath- Season 4,2021,2999-01-07T07:00:00.000Z,Pier 7,,"Picrow, Inc.",Amazon Studios,"Billy Bob Thornton, Lawrence Trilling, Derek Johansen","David E. Kelley, Jonathan Shapiro",Billy Bob Thornton,Nina Arianda,Tania Raymonde,77,8,3
114,Boys and Girls,2000,2999-01-07T07:00:00.000Z,Aquatic Park (Jefferson Street),"Located at one end of Fisherman's Wharf, Aquatic Park was built as part of FDR's Works Progress Administration Project.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,99,23,3
115,Americana,2015,2999-01-07T07:00:00.000Z,20th St and Illinois/Faxon St. and Kenwood/Glenbrook at Mt. Springs,,Sutro Films LLC,,Zachary Shedd,Zachary Shedd,Kelli Garner,Jack Davenport,Peter Coyote,55,26,9
116,Chance Season 2,2017,2999-01-07T07:00:00.000Z,Haight between Central and Ashbury St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,25,3,11
117,Super Pumped: The Battle for Uber,2022,2999-01-07T07:00:00.000Z,Arkansas St. midblock between Mariposa & 17th St.,,Possible Productions,Showtime,"Allen Coulter, Daniel Gray Longino, John Dahl, Zetna Fuentes","Brian Koppelman & David Levien, Sarah Acosta, Stephen Schiff, Emily Hornsby, Safie M. Dirie, Beth Schacter",Joseph Gordon-Levitt,Kyle Chandler,Kerry Bishé,54,26,9
118,D.O.A,1950,2999-01-07T07:00:00.000Z,Powell & California Streets,,Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler,16,6,3
119,Always Be My Maybe,2019,2999-01-07T07:00:00.000Z,Golden Gate Music Concourse,,"Isla Productions, LLC",Netflix,Nahnatchka Khan,"Michael Golamco, Randall Park, Ali Wong",Ali Wong,Randall Park,Keanu Reeves,9,12,4
120,180,2011,2999-01-07T07:00:00.000Z,Polk & Larkin Streets,,SPI Cinemas,,Jayendra,"Umarji Anuradha, Jayendra, Aarthi Sriram, & Suba",Siddarth,Nithya Menon,Priya Anand,98,32,6
121,San Andreas,2015,2999-01-07T07:00:00.000Z,Broadway and Kearney,,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb,Dwayne Johnson,,,106,23,3
122,The Presidio,1988,2999-01-07T07:00:00.000Z,Sansome Street (The Embarcadero),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,99,23,3
123,The Towering Inferno,1974,2999-01-07T07:00:00.000Z,Grace Cathedral Episcopal Church (1100 California Street),Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,16,21,3
124,GirlBoss,2017,2999-01-07T07:00:00.000Z,Various Haight St. Vintage Shops,,"Hippolyta Productions, LLC",Netflix,"Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi",Kay Cannon,Britt Robertson,Ellie Reed,Amanda Rea,26,3,11
125,Looking Season 2 ep 207,2015,2999-01-07T07:00:00.000Z,Delores Park,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37,20,5
126,A View to a Kill,1985,2999-01-07T07:00:00.000Z,Embarcadero Freeway,"Embarcadero Freeway, which was featured in the film, was demolished in 1989 because of structural damage from the 1989 Loma Prieta Earthquake)",Metro-Goldwyn Mayer,MGM/UA Entertainment Company,John Glen,Richard Maibaum,Roger Moore,Christopher Walken,Tanya Roberts,99,23,3
127,Steve Jobs,2015,2999-01-07T07:00:00.000Z,War Memorial Opera House (401 Van Ness Avenue),,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,21,9,11
128,Alcatraz,2012,2999-01-07T07:00:00.000Z,Filbert St. from Jones to Mason,,Bonanza Productions Inc.,Warner Bros. Television,J.J. Abrams,Steven Lilien,Sarah Jones,Jorge Garcia,,107,32,3
129,Pushing Dead,2016,2999-01-07T07:00:00.000Z,"Uva Enoteca, 568 Haight Street",,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,26,9,11
130,The Dead Pool,1988,2999-01-07T07:00:00.000Z,710 Steiner Street (Hayes Valley),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,23,9,11
131,Fathers' Day,1997,2999-01-07T07:00:00.000Z,,,Northern Lights Entertainment,Columbia Broadcasting System,Ivan Reitman,Lowell Ganz,Robin Williams,Billy Crystal,,21,36,10
132,Vegas in Space,1992,2999-01-07T07:00:00.000Z,422 Oak Street at Laguna,,Troma Entertainment,MCA/Universal Home Video,Phillip R. Ford,Doris Fish,Doris Fish,Miss X,Ginger Quest,26,9,11
133,The Matrix Resurrections,2021,2999-01-07T07:00:00.000Z,425 California,,"Adobe Pictures, Inc.",Warner Brothers,Lana Wachowski,"Lana Wachowski, David Mitchell, Aleksander Hemon",Keanu Reeves,Keanu Reeves,Neil Patrick Harris,108,8,3
134,The Last Black Man in San Francisco,2019,2999-01-07T07:00:00.000Z,Buena Vista East btwn Duboce and Haight,,"LBMISF, LLC",A53,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,112,3,11
135,Chance Season 2,2017,2999-01-07T07:00:00.000Z,Lombard St between Leavenworth and Hyde St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,107,32,6
136,The Game,1997,2999-01-07T07:00:00.000Z,City Club (155 Sansome Street),,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,108,8,3
137,A Taiwanese Tale of Two Cities,2018,2999-01-07T07:00:00.000Z,700 Block of Grant Ave.,,Envision Productions Inc.,Netflix,Tien-Lun Yeh,"Ling-Hui Chen, Nancy Chen, Chih-Chi Fan, Chia-Hui Lin",Tammy Cheng,Peggy Tseng,Shen-Hao Wen,104,6,3
138,Attack of the Killer Tomatoes,1978,2999-01-07T07:00:00.000Z,Hyde Street Cable Car,SF Cable Cars are the only moving National Historical Landmark.,Four Square Productions,NAI Entertainment,John DeBello,John DeBello,David Miller,,,21,36,10
139,Around the Fire,1998,2999-01-07T07:00:00.000Z,Ocean Beach,"On Jan. 25, 1878, the King Philip ship crashed in Ocean Beach. Occasionally, the ship's wreckage may be found on the beach-- most recently it was seen in 2007.",Paradigm Studio,Ardustry Home Entertainment,John Jacobsen,John Comerford,Tara Reid,,,9,12,4
140,Terminator - Genisys,2015,2999-01-07T07:00:00.000Z,California St. between Drumm St. and Kearny St.,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,108,8,3
141,Magnum Force,1973,2999-01-07T07:00:00.000Z,Vermont Street between 20th and 22nd Streets,,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,54,20,9
142,Copycat,1995,2999-01-07T07:00:00.000Z,Sound Factory (1st and Harrison Streets),,Regency Enterprises,Warner Bros. Pictures,Jon Amiel,Ann Biderman,Sigourney Weaver,Holly Hunter,,30,8,10
143,"Looking ""Special""",2016,2999-01-07T07:00:00.000Z,Van Ness and Market Street MUNI exit,"The character of Doris was originally a recurring role, but everyone on the team liked Lauren Weedman's performance so much that she became a full time regular during the second season.","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,21,36,10
144,"Murder in the First, Season 1",2014,2999-01-07T07:00:00.000Z,373 Columbus Avenue,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,106,6,3
145,"Murder in the First, Season 2",2015,2999-01-07T07:00:00.000Z,83 Watchman Way,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,54,26,9
146,Sense8 - Season 2,2016,2999-01-07T07:00:00.000Z,"The Women's Building, 3543 18th St.","The mural painted outside the building was painted by 7 women artists including Juana Alicia, Miranda Bergman and Meera Desai. The computer lab scene was filmed inside the building.","Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,37,20,5
147,Sense8 - Season 2,2016,2999-01-07T07:00:00.000Z,Green between Kearny and Montgomery,,"Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,18,23,3
148,DEVS,2020,2999-01-07T07:00:00.000Z,Mission at 20th St,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,53,20,2
149,A Taiwanese Tale of Two Cities,2018,2999-01-07T07:00:00.000Z,Pier 5,,Envision Productions Inc.,Netflix,Tien-Lun Yeh,"Ling-Hui Chen, Nancy Chen, Chih-Chi Fan, Chia-Hui Lin",Tammy Cheng,Peggy Tseng,Shen-Hao Wen,77,8,3
150,Ant-Man,2015,2999-01-07T07:00:00.000Z,Broadway between Powell and Davis,Driving shots,"PYM Particles Productions, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Gabriel Ferrari,Michael Douglas,Paul Rudd,,77,8,3
151,The Last Black Man in San Francisco,2019,2999-01-07T07:00:00.000Z,Eddy St btwn Leavenworth and Hyde St,,"LBMISF, LLC",A48,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,20,36,10
152,DEVS,2020,2999-01-07T07:00:00.000Z,Embarcadero at Harrison St,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,30,8,10
153,Venom,2018,2999-01-07T07:00:00.000Z,Stockton Tunnel btwn Sutter and Sacramento,Motorcycle/SUV chase scene,"L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing",Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg",Tom Hardy,Michelle Wiliams,Riz Ahmed,104,6,3
154,Blue Jasmine,2013,2999-01-07T07:00:00.000Z,Ocean Beach at Lincoln,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,9,12,4
155,When We Rise,2017,2999-01-07T07:00:00.000Z,440 Castro St.,,Film 49 Productions,Amercian Broadcasting Company,Gus Van Sant,Dustin Lance Black,Guy Pierce,Mary-Louise Parker,Michael Kenneth Williams,38,5,5
156,A View to a Kill,1985,2999-01-07T07:00:00.000Z,Van Ness Avenue,,Metro-Goldwyn Mayer,MGM/UA Entertainment Company,John Glen,Richard Maibaum,Roger Moore,Christopher Walken,Tanya Roberts,21,9,11
157,Woman on the Run,1950,2999-01-07T07:00:00.000Z,819 Mason Street at Pine,,Fidelity Pictures Corporation,Universal Pictures,Norman Foster,Norman Foster,Ann Sheridan,Dennis O'Keefe,Robert Keith,16,21,3
158,Bitter Melon,2018,2999-01-07T07:00:00.000Z,145 9th St,,Bitter Melon Film LLC/Mammoth Pictures,"ABS-CBN, Gravitas Ventures",H.P. Mendoza,H.P. Mendoza,Jon Norman Schneider,Patrick Epino,Brian Rivera,32,34,10
159,Looking Season 2 ep 205,2015,2999-01-07T07:00:00.000Z,1119 Alabama Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,53,20,2
160,Tales of the City,2019,2999-01-07T07:00:00.000Z,Green btwn Jasper and Bannam,,Universal Television LLC,Netflix,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,106,23,3
161,Terminator - Genisys,2015,2999-01-07T07:00:00.000Z,San Francisco - Oakland Bay Bridge,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,30,8,10
162,Mrs. Doubtfire,1993,2999-01-07T07:00:00.000Z,Hancock School (940 Filbert Street),,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Pierce Brosnan,107,32,3
163,Surface,2022,2999-01-07T07:00:00.000Z,"2 New Montgomery Street, Palace Hotel",,"Apple Studios, LLC",Apple TV+,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor,32,8,10
164,So I Married an Axe Murderer,1993,2999-01-07T07:00:00.000Z,Fog City Diner (1300 Battery Street),,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,77,8,3
165,Bullitt,1968,2999-01-07T07:00:00.000Z,Larkin & Chestnut Streets (Russian Hill),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,107,32,6
166,Always Be My Maybe,2019,2999-01-07T07:00:00.000Z,California Cable Car Line,,"Isla Productions, LLC",Netflix,Nahnatchka Khan,"Michael Golamco, Randall Park, Ali Wong",Ali Wong,Randall Park,Keanu Reeves,4,11,4
167,Sonic the Hedgehog,2020,2999-01-07T07:00:00.000Z,Areas around TransAmerica Building,,"Paramount Overseas Productions, Inc.",Paramount Pictures,Jeff Fowler,"Josh Miller, Patrick Casey, Oren Uziel",Jim Carrey,James Marsden,Ben Schwartz,21,36,10
168,Joy Luck Club,1993,2999-01-07T07:00:00.000Z,180 Manchester Street,,Hollywood Pictures,National Broadcasting Company (NBC),Wayne Wang,Amy Tan,Kieu Chinh,Tsai Chin,France Nuyen,83,2,2
169,Looking Season 2 ep 210,2015,2999-01-07T07:00:00.000Z,SF City Hall Polk Street Steps,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,21,36,10
170,High Crimes,2002,2999-01-07T07:00:00.000Z,Maiden Lane,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,19,8,3
171,The Bachelor,1999,2999-01-07T07:00:00.000Z,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","Though Marilyn Monroe and Joe DiMaggio were not allowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptials.",George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,106,23,3
172,Steve Jobs,2015,2999-01-07T07:00:00.000Z,Intersection of Columbus and Kearny,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,106,6,3
173,Women is Losers,2020,2999-01-07T07:00:00.000Z,St. John's United Church - 501 Laguna Honda Blvd.,,Look at the Moon Pictures,,Lissette Feliciano,Lissette Feliciano,Lorenza Izzo,Simu Liu,Liza Weil,49,41,8
174,Pacific Heights,1990,2999-01-07T07:00:00.000Z,Financial District,,Morgan Creek Productions,Twentieth Century Fox Film Corporation,John Schlesinger,Daniel Pyne,Melanie Griffith,Matthew Modine,,108,6,3
175,Sense8,2015,2999-01-07T07:00:00.000Z,Corbett St.,"Bicycle chase scene, actors dressed as fake officers present","Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton,,,51,38,5
176,Swing,2003,2999-01-07T07:00:00.000Z,Regency Building (1290 Sutter Street),,unlisted,Crazy Dreams Entertainment,Martin Guigui,Mary Keil,Constance Brenneman,,,50,21,3
177,The Diary of a Teenage Girl,2015,2999-01-07T07:00:00.000Z,770 Haight St.,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,26,3,11
178,"Smile Again, Jenny Lee",2015,2999-01-07T07:00:00.000Z,Gaspare's Pizza House (5546 Geary Blvd.),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,8,29,4
179,Bicentennial Man,1999,2999-01-07T07:00:00.000Z,Grace Cathedral Episcopal Church (1100 California Street),Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,1492 Pictures,Buena Vista Pictures,Chris Columbus,Nicholas Kazan,Robin Williams,,,16,21,3
180,Venom: Let There Be Carnage,2021,2999-01-07T07:00:00.000Z,6th Street and Jessie Street,,SM Film Productions,Sony Pictures,Andy Serkis,Kelly Marcel,Tom Hardy,Michelle Wiliams,Woody Harrelson,32,34,10
181,Nash Bridges,2021,2999-01-07T07:00:00.000Z,Tayor Street at The Embarcadero,,"Village NB Productions, LLC",USA Nework,Greg Beeman,"Carlton Cuse, Bill Chais",Don Johnson,Cheech Marin,Joe Dinicol,99,23,3
182,Tales of the City,2019,2999-01-07T07:00:00.000Z,Clarion Alley,,Universal Television LLC,Netflix,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,53,20,2
183,Birth of the Dragon,2016,2999-01-07T07:00:00.000Z,California at Mason,,"BOTD U.S. Productions, Inc.",Kylin Pictures,George Nolfi,"Christopher Wilkinson, Stephen J. Rivele",Philip Ng,Billy Magnussen,Yu Xia,16,21,3
184,Just One Night,2000,2999-01-07T07:00:00.000Z,Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Panoptic Pictures,First Look International,Alan Jacobs,Alan Jacobs,Timothy Hutton,Maria Grazia Cucinotta,,108,8,3
185,Blue Jasmine,2013,2999-01-07T07:00:00.000Z,Trolley Car from Market and 11th,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,21,20,10
186,Ant-Man and the Wasp,2018,2999-01-07T07:00:00.000Z,Vallejo St btwn Montgomery and Davis,Stunt scene involving weaving car,"PYM Particles Productions II, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Chris McKenna,Paul Rudd,Evangeline Lilly,Michael Douglas,77,8,3
187,Big Eyes,2014,2999-01-07T07:00:00.000Z,Green St. & Grant Ave.,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz,106,23,3
188,Americana,2015,2999-01-07T07:00:00.000Z,33 Spruce St,,Sutro Films LLC,,Zachary Shedd,Zachary Shedd,Kelli Garner,Jack Davenport,Peter Coyote,10,31,6
189,Clickbait,2021,2999-01-07T07:00:00.000Z,Pier 7,,"MasterKey Studios, Inc.",Netflix,"Brad Anderson, Emma Freeman, Cherie Nowlan, Ben Young","Tony Ayres, Christian White",Zoe Kavan,Betty Gabriel,Adrian Grenier,77,8,3
190,The Competition,1980,2999-01-07T07:00:00.000Z,Pier 39,,Columbia Pictures Corporation,American Broadcasting Company (ABC),Joel Oliansky,Joel Oliansky,Richard Dreyfuss,Amy Irving,Lee Remick,99,23,3
191,Surface,2022,2999-01-07T07:00:00.000Z,Fillmore Street between Haight and Waller,,"Apple Studios, LLC",Apple TV+,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor,26,9,11
192,Mrs. Doubtfire,1993,2999-01-07T07:00:00.000Z,100 Embarcadero Street,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Pierce Brosnan,31,4,10
193,Chance - Season 1 Pilot,2016,2999-01-07T07:00:00.000Z,"William Stout Architectural Books, 804 Montgomery St.",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,106,6,3
194,Bullitt,1968,2999-01-07T07:00:00.000Z,Bay Bridge,"Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugenio Pacelli, who later became Pope Pius XII.","Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,,,
